author,now_price,pre_price,short_title,title
周炬,¥54.00,¥108.00, ANSYS Workbench有限元分析实例详解（动力学）, ANSYS Workbench有限元分析实例详解（动力学） 有限元理论和工程实践紧密结合的典范 解决ANSYS Workbench动力学分析实际操作和工程问题数值模拟 模态分析的基础教程 配套资源丰富
龙飞,¥49.00,¥98.00, 剪映视频剪辑从小白到大师（电脑版）, 剪映视频剪辑从小白到大师（电脑版） 一天变高手，vlog剪映教程技巧大全，全书扫码观看260分钟教学视频，68集效果+67个教程
周思阳,¥49.50,¥99.00, 电源芯片建模与应用—基于SIMPLIS的设计实战, 电源芯片建模与应用—基于SIMPLIS的设计实战 
吉姆·布兰迪,¥89.90,¥179.80, Rust程序设计（第2版）, Rust程序设计（第2版） Mozilla创始团队成员、资深系统程序员编写。Rust一本通，基于Rust 2021大版本，全面介绍Rust核心特性。大量案例，附赠源代码，助你成为Rust编程高手！
郭绍义,¥29.00,¥58.00, 零基础玩转AI绘画（手把手教你解锁前沿AI绘画技巧，赠送教学视频）, 零基础玩转AI绘画（手把手教你解锁前沿AI绘画技巧，赠送教学视频） 人人都能读得懂，人人都能学得会，零基础快速上手。内容涵盖广，技法新颖实用，循序渐进，精心编排。五大主题、100余种关键系描述语参考，从入门到实战，一键启动开挂模式。
明日科技,¥49.90,¥99.80, HTML5+CSS3+JavaScript从入门到精通, HTML5+CSS3+JavaScript从入门到精通 百万级畅销书作者新书，42万Web前端程序员的入行选择。配备Web前端开发资源库，在线答疑，学习1小时，训练10小时，从入门到项目上线，打造全新学习生态。
杰瑞德·哈尔彭,¥39.90,¥79.80, Unity 2D游戏开发, Unity 2D游戏开发 使用C#进行独立游戏编程，专注于2D游戏和Unity不断扩展的2D工作流程。 让发现、购买和销售游戏比以往任何时候都容易。
精英资讯,¥44.90,¥89.80, Excel表格制作与数据分析从入门到精通（微课视频版 高效办公）办公软件 数据处理与分析 函数与公式 vba excel, Excel表格制作与数据分析从入门到精通（微课视频版 高效办公）办公软件 数据处理与分析 函数与公式 vba excel 手机扫码看389集微视频讲解，256个行业应用案例，财务市场销售办公人员案头手册！Excel函数公式大全、Excel高效办公。附赠2000个常用模板+1100集Word/Excel/PPT赠送视频。
伊莱·史蒂文斯,¥59.90,¥119.90, PyTorch深度学习实战, PyTorch深度学习实战 PyTorch核心开发者教你用PyTorch创建神经网络和深度学习系统的实践指南，基于Python 3.6及以上的版本编写，提供源代码下载，PyTorch联合创作者作序推荐。
张彦飞,¥59.00,¥118.00, 深入理解Linux网络： 修炼底层内功，掌握高性能原理（配Java、C++实验代码）, 深入理解Linux网络： 修炼底层内功，掌握高性能原理（配Java、C++实验代码） 打造高性能应用的硬核建议，高频工程实践问题解决方案，助你清扫性能误区，探寻底层原理，应对校招、社招、晋升考核，用底层内功对抗中年焦虑。腾讯、小米等技术专家齐赞
结城浩,¥133.40,¥266.80, 程序员的数学系列（套装共4册）(图灵出品), 程序员的数学系列（套装共4册）(图灵出品) 机器学习、数据挖掘、模式识别基础知识，热销书程序员的数学系列套装，IT计算机编程基础数据教程书籍，掌握编程所需的基础数学知识和数学思维
昝辉,¥94.00,¥188.00, SEO实战密码——60天网站流量提高20倍（第4版）, SEO实战密码——60天网站流量提高20倍（第4版） SEO行业专家Zac经典作品全新改版全面升级
罗勇军,¥29.90,¥59.80, 算法竞赛入门到进阶 ACM-ICPC、CCPC、中学NOI竞赛培训指南与知识点详解（附精讲视频）, 算法竞赛入门到进阶 ACM-ICPC、CCPC、中学NOI竞赛培训指南与知识点详解（附精讲视频） 120分钟视频讲解，讲解竞赛所常用的知识点，以及如何把知识点和竞赛题结合起来
陈根,¥34.90,¥69.80, ChatGPT: 读懂人工智能新纪元, ChatGPT: 读懂人工智能新纪元 
高远,¥158.00,¥316.00, 修订版KK三部曲：必然+失控+科技想要什么（套装共3册）, 修订版KK三部曲：必然+失控+科技想要什么（套装共3册） 观察 《失控》 反思《科技想要什么》 展望《必然》早阅读一天，就让你在互联网时代先行一步
李雷,¥49.50,¥99.00, Rhino 8.0中文版完全自学一本通, Rhino 8.0中文版完全自学一本通 “完全自学一本通”系列图书畅销十年累计超80万册。Rhino8.0宝典，一学就会的Rhino高手宝典，初学者快速入门书籍.
IT新时代教育,¥34.90,¥69.80, Excel高效办公应用与技巧大全第2版 excel高效办公数据处理与分析 excel图表之道 excel函数与公式 ex, Excel高效办公应用与技巧大全第2版 excel高效办公数据处理与分析 excel图表之道 excel函数与公式 ex 
谷哥,¥39.00,¥78.00, 人工智能 AI绘画从入门到精通：文案+绘画+摄影+电商广告制作, 人工智能 AI绘画从入门到精通：文案+绘画+摄影+电商广告制作 人工智能 AI绘画从入门到精通 文案 摄影 电商广告制作 AI绘画教程书 Midjourney关键词prompt描述语技巧 stablediffusion AIGC创作教程 AIGC绘图插画设计摄影视
米夏·戈雷利克,¥59.90,¥119.80, Python高性能编程（第2版）, Python高性能编程（第2版） 找到性能瓶颈，快速提升程序运行速度。程序员宝藏书籍，提升编程、排错效率的利器，了解Python如何抽象底层的计算机体系结构，成为Python高性能编程高手！
胡坤,¥39.00,¥78.00, ANSYS CFD网格划分技术指南, ANSYS CFD网格划分技术指南 跟CAE大神流沙学画网格，掌握ANSYS CFD系列网格划分技巧
雷元,¥39.90,¥79.80, 低代码打造RPA——Power Automate Desktop基础实战, 低代码打造RPA——Power Automate Desktop基础实战 微软MVP详述如何用Power Automate Desktop入门RPA技能，彩色印刷，搭配51节实操视频课程+学习资料+思维导图，手把手帮你打造办公流程自动化，告别繁杂的、重复的、事务性工作！
克里斯琴·内格尔,¥99.00,¥198.00, C#高级编程(第12版), C#高级编程(第12版) Microsoft MVP - Christian Nagel C#新作，内部专家的C#指南，为你带来关于新特性的高级提示。
天工在线,¥44.90,¥89.80, 中文版 LabVIEW 2020 从入门到精通 （实战案例版）（CAD/CAM/CAE微视频讲解大系）labview从零, 中文版 LabVIEW 2020 从入门到精通 （实战案例版）（CAD/CAM/CAE微视频讲解大系）labview从零 中文版LabVIEW 2020从入门到精通 实战案例教程 labview图形化编程宝典 数据采集 信号处理 虚拟仪器设计与应用完全自学书籍
张伟楠,¥44.90,¥89.90, 动手学强化学习, 动手学强化学习 机器学习入门书籍，深度学习人工智能神经网络前端开发，上海交通大学ACM班创始人俞勇教授团队编写，由李航、李沐等多位业内领军人士力荐！
Steven,¥24.00,¥48.00, 四步创业法(客户发展方法开山鼻祖，精益创业理论奠基之作), 四步创业法(客户发展方法开山鼻祖，精益创业理论奠基之作) 
项亮,¥34.90,¥69.80, 推荐系统实践, 推荐系统实践 浪潮之巅作者吴军作序推荐
向晓汉,¥84.00,¥168.00, 老向讲工控--PLC编程手册, 老向讲工控--PLC编程手册 PLC编程大全，西门子PLC编程，三菱PLC编程，欧姆龙PLC编程，S7-1200，S7-1500
楚天,¥49.50,¥99.00, AI短视频生成与制作从入门到精通, AI短视频生成与制作从入门到精通 人工智能AI短视频教程，ChatGPT＋Midjourney＋文心一格＋腾讯智影＋一帧秒创＋Premiere＋剪映电脑版，文生视频+图生视频+视频生成视频＋AI视频制作＋AI视频应用
迈克尔·亚力山大,¥64.00,¥128.00, 中文版Excel 2019高级VBA编程宝典(第9版), 中文版Excel 2019高级VBA编程宝典(第9版) 一站式VBA充电站，借助VBA成为Excel高级用户。 助你从普通数据分析人员华丽蜕变为Excel编程专家。
保罗·J.戴特尔,¥119.00,¥238.00, 学习C++20（中文版）, 学习C++20（中文版） 畅销书持续迭代版本，荟萃C++面向对象程序设计秘笈 。循序渐进，深入浅出，轻松自然地引入面向对象程序设计的概念 。深度聚焦C++20，名师程序员为广大程序员精心设计的专业参考
包子阳,¥29.90,¥59.80, 智能优化算法及其MATLAB实例（第3版）, 智能优化算法及其MATLAB实例（第3版） 
张晶威,¥19.50,¥39.00, 高速电路研发与设计典型故障案例解析 一板成功," 高速电路研发与设计典型故障案例解析 一板成功 聆听一线工程师的硬件案例分享,感受项目实战的真实场景"
贝特西,¥64.00,¥128.00, Google SRE工作手册, Google SRE工作手册 无论你所在公司规模的大小，都可以深入研究这本工作手册，通过学习尝试完善你们自己的SRE实践。
付东来,¥59.50,¥119.00, labuladong的算法笔记, labuladong的算法笔记 GitHub高赞硬核算法教程，Offer收割机带你深研算法，挑战大厂Offer，力扣正式授权，LeetCode练习平台，边看边练
秋叶,¥29.90,¥59.80, 秒懂AI提问：让人工智能成为你的效率神器, 秒懂AI提问：让人工智能成为你的效率神器 精心提炼20种GPT提问方法及指令，从入门到进阶再到精通，100个案例带你玩转GPT，掌握高效AI提问方法，充分发挥GPT威力，好问题才有好答案
郭宏远,¥54.50,¥109.00, Excel数据可视化——从图表到数据大屏, Excel数据可视化——从图表到数据大屏 小红书博主，从零开始教授使用Excel实现数据可视化
拦继元,¥49.50,¥99.00, FreeCAD从入门到综合实战, FreeCAD从入门到综合实战 全程图解，视频教学，FreeCAD制图与建模入门到精通
李德毅,¥22.00,¥49.00, 人工智能导论, 人工智能导论 面向非计算机专业的人工智能入门书籍，新一代信息技术丛书
谷建阳,¥29.90,¥59.80, AI人工智能：发展简史+技术案例+商业应用（第2版）, AI人工智能：发展简史+技术案例+商业应用（第2版） 从1.0到5.0，细说人工智能发展史；从应用领域到产品成果，全面展示人工智能技术；从传统业务到智能互联，布局人工智能产业体系；新增领域应用进展，加强实际应用
明日科技,¥44.90,¥89.80, JavaScript从入门到精通（第5版）, JavaScript从入门到精通（第5版） JavaScript入门经典，42万Web前端程序员的入行选择。配备Web前端开发资源库，在线答疑，学习1小时，训练10小时，从入门到项目上线，打造全新学习生态。
王启明,¥39.90,¥79.80, Docker与Kubernetes容器运维实战, Docker与Kubernetes容器运维实战 帮助读者用最短的时间掌握Docker与K8s运维技能
何国辉,¥44.90,¥89.80, WPS Office高效办公应用与技巧大全（案例·视频）适用2016/2019版 wps完全自学教程从入门到精通新版 流, WPS Office高效办公应用与技巧大全（案例·视频）适用2016/2019版 wps完全自学教程从入门到精通新版 流 
费多尔·G.皮克斯,¥69.50,¥139.00, C++高性能编程, C++高性能编程 本书涉及C++高性能编程的5个重要因素，包括计算硬件、高效使用编程语言、编译器、良好的设计和程序员自身。
基恩,¥39.90,¥79.80, 完全图解计算机网络原理 计算机入门书籍图书 计算机程序设计艺术 深入浅出计算机网络, 完全图解计算机网络原理 计算机入门书籍图书 计算机程序设计艺术 深入浅出计算机网络 一本书涵盖网络基础、网络构成、网络通信语言、网络数据传输、网络安全技术等知识，全面快速了解计算机网络原理。
Peter,¥14.00,¥28.00, GitHub入门, GitHub入门 GitHub培训团队的签约成员新力作
郭建英,¥34.50,¥69.00, 动画视频+全彩图解 道路交通标志标线大全, 动画视频+全彩图解 道路交通标志标线大全 新交规不枯燥，预防驾照扣分，标志标线一本通、彩色图解配套动画演示视频讲解，教学、培训、自学均可
天工在线,¥44.90,¥89.80, 中文版solidworks2022从入门到精通完全自学教程 实战案例+视频教学 机械设计 工程图设计 零件与装配体设计, 中文版solidworks2022从入门到精通完全自学教程 实战案例+视频教学 机械设计 工程图设计 零件与装配体设计 CAD/CAM/CAE专家编写960分钟同步视频讲解手把手教学70个实例案例分析
肖苏华,¥34.50,¥69.00, 机器视觉技术基础, 机器视觉技术基础 零基础机器视觉及应用入门书。HALCON软件应用指南。人工智能学习技术。
周玉姣,¥39.90,¥79.80, 抖音短视频全面精通：拍摄剪辑＋滤镜美化＋字幕特效＋录音配乐＋直播运营, 抖音短视频全面精通：拍摄剪辑＋滤镜美化＋字幕特效＋录音配乐＋直播运营 抖音短视频从小白到大咖！10大章精选专题内容，100多分钟的视频教学，210个素材效果，1000多张步骤操作图片
